Date_start,Power_kW,HR,solarRad_W/m2,Weekday,Hour_sin,Hour_cos,Power_kW_lag_1h,Power_kW_lag_2h,Power_kW_lag_24h,HDH,CDH_squared,CDH_Humidity,log_temp,holiday
2017-03-26 19:00:00,163.649508,61.774166666666666,2.52425,6,-0.9659258262890684,0.2588190451025203,211.2822895,241.366025,110.405428,4.011666666666663,0.0,0.0,2.48393395465121,False
2017-03-26 20:00:00,141.2858145,66.89999999999999,2.871,6,-0.8660254037844386,0.5000000000000001,163.649508,211.2822895,110.6228355,4.638333333333334,0.0,0.0,2.4302451161466387,False
2017-03-26 21:00:00,126.413175,70.28833333333334,4.58825,6,-0.7071067811865477,0.7071067811865474,141.2858145,163.649508,109.5377645,4.8149999999999995,0.0,0.0,2.414573594942093,False
2017-03-26 22:00:00,109.5792795,69.12333333333333,4.5885,6,-0.5000000000000004,0.8660254037844384,126.413175,141.2858145,104.9309105,4.468333333333334,0.0,0.0,2.445096874282665,False
2017-03-26 23:00:00,114.330125,72.36,5.001333333333333,6,-0.25881904510252157,0.9659258262890681,109.5792795,126.413175,107.0394355,4.806666666666668,0.0,0.0,2.415318362981285,False
2017-03-27 00:00:00,109.0824105,76.075,3.91175,0,0.0,1.0,114.330125,109.5792795,106.312486,5.154999999999999,0.0,0.0,2.3837041442788376,False
2017-03-27 01:00:00,108.2411855,77.15833333333333,5.2695,0,0.25881904510252074,0.9659258262890683,109.0824105,114.330125,107.001198,5.0525,0.0,0.0,2.3931111196934163,False
2017-03-27 02:00:00,112.227281,80.89166666666667,3.04175,0,0.49999999999999994,0.8660254037844387,108.2411855,109.0824105,106.2637605,5.1975,0.0,0.0,2.379777588823951,False
2017-03-27 03:00:00,107.1268355,84.5,3.81275,0,0.7071067811865476,0.7071067811865476,112.227281,108.2411855,107.2207905,5.213333333333331,0.0,0.0,2.3783108035221816,False
2017-03-27 04:00:00,107.7993785,85.35000000000001,2.8249166666666667,0,0.8660254037844386,0.5000000000000001,107.1268355,112.227281,106.7300395,5.255000000000001,0.0,0.0,2.3744405300944735,False
2017-03-27 05:00:00,109.850875,85.14999999999999,2.1671666666666667,0,0.9659258262890683,0.25881904510252074,107.7993785,107.1268355,110.4773145,5.181666666666668,0.0,0.0,2.381242225817322,False
2017-03-27 06:00:00,113.251172,84.09166666666667,16.363083333333332,0,1.0,6.123233995736766e-17,109.850875,107.7993785,107.949925,5.0525,0.0,0.0,2.3931111196934163,False
2017-03-27 07:00:00,129.8764,79.24166666666666,160.32500000000002,0,0.9659258262890683,-0.25881904510252063,113.251172,109.850875,126.9618285,4.275833333333331,0.0,0.0,2.461652238601122,False
2017-03-27 08:00:00,172.938817,72.86666666666666,364.225,0,0.8660254037844387,-0.4999999999999998,129.8764,113.251172,159.3448395,3.195833333333333,0.0,0.0,2.5497706387884933,False
2017-03-27 09:00:00,203.084825,65.735,552.4833333333333,0,0.7071067811865476,-0.7071067811865475,172.938817,129.8764,223.0847855,2.0024999999999995,0.0,0.0,2.6388787422409115,False
2017-03-27 10:00:00,242.5496395,58.5325,704.2833333333333,0,0.49999999999999994,-0.8660254037844387,203.084825,172.938817,244.1980035,0.5600000000000005,0.0,0.0,2.73696154459663,False
2017-03-27 11:00:00,246.7360995,46.86333333333334,807.1666666666666,0,0.258819045102521,-0.9659258262890682,242.5496395,203.084825,256.10385,0.0,0.0,0.0,2.8824235880469904,False
2017-03-27 12:00:00,250.29175,48.05,847.6666666666666,0,1.2246467991473532e-16,-1.0,246.7360995,242.5496395,254.8511895,0.0,0.0,0.0,2.944000286463638,False
2017-03-27 13:00:00,231.8431395,39.91833333333333,830.5833333333334,0,-0.2588190451025208,-0.9659258262890683,250.29175,246.7360995,238.6100845,0.0,0.0,0.0,2.985134649918711,False
2017-03-27 14:00:00,251.395175,32.9575,756.25,0,-0.4999999999999997,-0.8660254037844388,231.8431395,250.29175,255.459275,0.0,0.0,0.0,3.0088541374319675,False
2017-03-27 15:00:00,231.4598905,30.68166666666667,626.9583333333334,0,-0.7071067811865471,-0.7071067811865479,251.395175,231.8431395,254.8948895,0.0,0.0,0.0,2.998436945961118,False
